Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Tor*Toolwear,temp_diff,power [rps]
1,297.4,308.2,1471,46.5,25,0,1162.5,10.800000000000011,1135.4649
1,297.5,308.3,1388,48.6,27,0,1312.2,10.800000000000011,1119.78288
2,297.5,308.2,2448,13.8,29,0,400.20000000000005,10.699999999999989,560.7878400000001
1,297.5,308.3,1585,32.9,32,0,1052.8,10.800000000000011,865.6319
2,297.5,308.3,1459,45.2,34,0,1536.8000000000002,10.800000000000011,1094.71688
1,297.5,308.3,1544,40.8,37,0,1509.6,10.800000000000011,1045.72032
1,297.6,308.3,1617,31.7,39,0,1236.3,10.699999999999989,850.89774
1,297.6,308.3,1595,34.3,41,0,1406.3,10.699999999999989,908.1610999999999
0,297.6,308.3,1400,44.3,43,0,1904.8999999999999,10.699999999999989,1029.532
2,297.6,308.4,1611,31.0,48,0,1488.0,10.799999999999955,829.0206000000001
2,297.6,308.4,1507,46.0,51,0,2346.0,10.799999999999955,1150.7452
0,297.5,308.3,1674,30.0,54,0,1620.0,10.800000000000011,833.652
1,297.6,308.3,1658,34.3,59,0,2023.6999999999998,10.699999999999989,944.0320399999999
1,297.6,308.3,1623,36.9,61,0,2250.9,10.699999999999989,994.15242
2,297.6,308.4,1398,48.9,63,0,3080.7,10.799999999999955,1134.81252
1,297.6,308.4,1517,34.2,66,0,2257.2000000000003,10.799999999999955,861.2312400000001
2,297.6,308.3,1467,36.7,68,0,2495.6000000000004,10.699999999999989,893.7257400000001
2,297.6,308.3,1567,34.6,71,0,2456.6,10.699999999999989,900.0221200000001
2,297.5,308.3,1521,38.2,74,0,2826.8,10.800000000000011,964.49652
1,297.5,308.3,1596,36.8,77,0,2833.6,10.800000000000011,974.96448
0,297.6,308.3,1640,30.9,79,0,2441.1,10.699999999999989,841.2216
1,297.6,308.3,1438,47.8,84,0,4015.2,10.699999999999989,1141.02424
1,297.6,308.4,1407,55.2,86,0,4747.2,10.799999999999955,1289.2622400000002
1,297.6,308.4,1353,57.5,88,0,5060.0,10.799999999999955,1291.4385
2,297.6,308.5,1552,40.9,90,0,3681.0,10.899999999999977,1053.71488
2,297.6,308.4,1569,38.3,93,0,3561.8999999999996,10.799999999999955,997.53882
1,297.5,308.4,1489,39.5,96,0,3792.0,10.899999999999977,976.3373
0,297.5,308.4,1587,36.1,98,0,3537.8,10.899999999999977,951.0256200000001
2,297.5,308.3,1622,37.2,103,0,3831.6000000000004,10.800000000000011,1001.61744
1,297.5,308.4,1604,38.1,106,0,4038.6000000000004,10.899999999999977,1014.4658400000001
2,297.4,308.3,1405,51.7,108,0,5583.6,10.900000000000034,1205.7991
1,297.4,308.3,1412,42.0,111,0,4662.0,10.900000000000034,984.4464
1,297.4,308.3,1431,43.0,113,0,4859.0,10.900000000000034,1021.4478
1,297.4,308.2,1533,37.4,115,0,4301.0,10.800000000000011,951.74772
2,297.4,308.2,1401,51.9,117,0,6072.3,10.800000000000011,1207.0175399999998
2,297.4,308.2,1424,53.9,120,0,6468.0,10.800000000000011,1274.1097599999998
1,297.3,308.2,1754,29.4,123,0,3616.2,10.899999999999977,856.02216
1,297.3,308.2,1754,26.8,125,0,3350.0,10.899999999999977,780.3195200000001
1,297.5,308.3,2564,12.8,127,1,1625.6000000000001,10.800000000000011,544.7987200000001
1,297.5,308.5,1546,40.4,129,0,5211.599999999999,11.0,1036.80944
1,297.5,308.5,1335,48.0,131,0,6288.0,11.0,1063.728
2,297.5,308.6,1842,27.0,133,0,3591.0,11.100000000000023,825.5844
1,297.5,308.5,1712,26.8,136,0,3644.8,11.0,761.63456
2,297.6,308.6,1414,45.4,138,0,6265.2,11.0,1065.64696
1,297.6,308.7,1319,50.9,141,0,7176.9,11.099999999999966,1114.4758599999998
1,297.7,308.7,1249,60.4,143,0,8637.199999999999,11.0,1252.2973599999998
1,297.6,308.7,1455,48.2,145,0,6989.0,11.099999999999966,1164.1746
2,297.6,308.7,1408,54.8,147,0,8055.599999999999,11.099999999999966,1280.82944
1,297.6,308.7,1460,46.7,150,0,7005.0,11.099999999999966,1131.8212
1,297.6,308.6,1491,38.1,152,0,5791.2,11.0,942.99786
2,297.6,308.5,1490,43.4,154,0,6683.599999999999,10.899999999999977,1073.4556
2,297.5,308.4,1350,52.2,157,0,8195.4,10.899999999999977,1169.802
1,297.5,308.4,1528,39.9,160,0,6384.0,10.899999999999977,1012.05552
1,297.4,308.3,1571,37.7,162,0,6107.400000000001,10.900000000000034,983.1632200000001
1,297.4,308.3,1490,42.6,164,0,6986.400000000001,10.900000000000034,1053.6684
2,297.4,308.3,1774,28.9,166,0,4797.4,10.900000000000034,851.05876
0,297.4,308.3,1502,43.6,169,0,7368.400000000001,10.900000000000034,1087.08752
1,297.4,308.4,1392,49.7,174,0,8647.800000000001,11.0,1148.42784
1,297.4,308.5,2100,16.9,176,0,2974.3999999999996,11.100000000000023,589.134
1,297.5,308.5,1722,30.4,178,0,5411.2,11.0,868.9900799999999
1,297.4,308.6,1678,32.3,180,0,5813.999999999999,11.200000000000045,899.7100399999999
1,297.3,308.6,1273,59.8,182,0,10883.6,11.300000000000011,1263.68164
1,297.3,308.6,1297,45.9,184,0,8445.6,11.300000000000011,988.23618
1,297.3,308.5,1350,57.6,186,0,10713.6,11.199999999999989,1290.816
1,297.4,308.6,1439,51.9,188,0,9757.199999999999,11.200000000000045,1239.75606
2,297.4,308.5,1600,42.1,190,0,7999.0,11.100000000000023,1118.176
2,297.4,308.6,1434,44.4,193,0,8569.199999999999,11.200000000000045,1056.91536
1,297.4,308.6,1459,41.3,196,0,8094.799999999999,11.200000000000045,1000.26122
2,297.5,308.6,1472,44.9,198,0,8890.199999999999,11.100000000000023,1097.14048
1,297.5,308.7,1429,44.3,201,0,8904.3,11.199999999999989,1050.85802
1,297.5,308.6,1388,48.2,203,0,9784.6,11.100000000000023,1110.5665600000002
1,297.4,308.4,1573,34.5,205,0,7072.5,11.0,900.8571000000001
1,297.4,308.4,1588,32.5,207,0,6727.5,11.0,856.726
1,297.5,308.4,1511,42.8,209,0,8945.199999999999,10.899999999999977,1073.5352799999998
1,297.4,308.5,1495,37.8,211,0,7975.799999999999,11.100000000000023,938.0825999999998
1,297.4,308.4,1394,50.1,213,0,10671.300000000001,11.0,1159.3340400000002
1,297.4,308.4,2151,17.7,0,0,0.0,11.0,632.00682
2,297.3,308.3,1501,38.2,2,0,76.4,11.0,951.8141200000001
2,297.3,308.3,1301,39.6,5,0,198.0,11.0,855.22536
2,297.3,308.3,1657,31.1,8,0,248.8,11.0,855.4428200000001
1,297.3,308.3,1333,55.2,11,0,607.2,11.0,1221.4545600000001
1,297.3,308.3,1484,43.9,13,0,570.6999999999999,11.0,1081.45016
1,297.3,308.4,1430,45.7,15,0,685.5,11.099999999999966,1084.8266
2,297.3,308.4,1665,28.9,17,0,491.29999999999995,11.099999999999966,798.7671
1,297.4,308.5,1501,44.9,20,0,898.0,11.100000000000023,1118.75534
2,297.5,308.5,1496,42.2,22,0,928.4000000000001,11.0,1047.97792
2,297.6,308.6,1595,36.9,25,0,922.5,11.0,977.0013
1,297.5,308.6,1208,62.3,28,0,1744.3999999999999,11.100000000000023,1249.28944
1,297.5,308.6,1596,37.1,30,0,1113.0,11.100000000000023,982.9125600000001
1,297.5,308.5,1446,41.9,32,0,1340.8,11.0,1005.75084
2,297.6,308.5,1466,39.7,34,0,1349.8000000000002,10.899999999999977,966.12332
2,297.6,308.5,1848,23.7,37,0,876.9,10.899999999999977,727.04016
2,297.5,308.5,1484,44.7,40,0,1788.0,11.0,1101.15768
1,297.4,308.3,1493,41.2,43,0,1771.6000000000001,10.900000000000034,1021.0925600000002
1,297.3,308.3,1504,36.3,45,0,1633.4999999999998,11.0,906.28032
1,297.3,308.3,1538,38.5,47,0,1809.5,11.0,982.9358
1,297.4,308.4,1341,52.2,49,0,2557.8,11.0,1162.00332
2,297.4,308.3,1535,34.6,51,0,1764.6000000000001,10.900000000000034,881.6426
1,297.4,308.5,1389,39.2,54,0,2116.8,11.100000000000023,903.85008
0,297.5,308.5,1393,46.6,56,0,2609.6,11.0,1077.56908
1,297.4,308.5,1399,61.5,61,1,3751.5,11.100000000000023,1428.2391
0,297.4,308.5,1469,45.1,63,0,2841.3,11.100000000000023,1099.7815400000002
1,297.4,308.4,1582,37.2,68,0,2529.6000000000004,11.0,976.91664
1,297.5,308.6,1793,26.7,70,0,1869.0,11.100000000000023,794.69346
1,297.5,308.6,1452,39.0,72,0,2808.0,11.100000000000023,940.0248
2,297.6,308.7,1376,59.9,74,0,4432.599999999999,11.099999999999966,1368.21184
1,297.5,308.6,1552,44.9,77,0,3457.2999999999997,11.100000000000023,1156.7676800000002
1,297.6,308.7,1622,37.9,79,0,2994.1,11.099999999999966,1020.46508
2,297.6,308.7,1419,41.7,81,0,3377.7000000000003,11.099999999999966,982.2601800000001
0,297.5,308.6,1440,46.1,84,0,3872.4,11.100000000000023,1101.9744
2,297.4,308.6,1643,31.0,89,0,2759.0,11.200000000000045,845.4878
1,297.4,308.7,1510,36.2,92,0,3330.4,11.300000000000011,907.3892000000001
1,297.4,308.7,1468,46.6,94,0,4380.400000000001,11.300000000000011,1135.58608
1,297.4,308.7,1429,57.4,96,0,5510.4,11.300000000000011,1361.60836
0,297.3,308.7,1478,47.6,98,0,4664.8,11.399999999999977,1167.8564800000001
1,297.4,308.6,1276,53.6,103,0,5520.8,11.200000000000045,1135.3337600000002
1,297.3,308.6,1486,42.6,105,0,4473.0,11.300000000000011,1050.83976
1,297.4,308.6,1476,42.3,107,0,4526.099999999999,11.200000000000045,1036.41768
0,297.3,308.6,1431,42.0,109,0,4578.0,11.300000000000011,997.6932
1,297.4,308.7,1402,40.2,114,0,4582.8,11.300000000000011,935.5826400000001
1,297.4,308.7,1433,43.4,116,0,5034.4,11.300000000000011,1032.39052
1,297.4,308.7,2874,4.2,118,1,495.6,11.300000000000011,200.37528000000003
1,297.3,308.6,1511,35.7,120,0,4284.0,11.300000000000011,895.4488200000001
2,297.3,308.6,1456,42.9,122,0,5233.8,11.300000000000011,1036.87584
1,297.2,308.5,1550,41.5,125,0,5187.5,11.300000000000011,1067.795
1,297.2,308.5,2182,16.5,127,0,2095.5,11.300000000000011,597.6498
1,297.3,308.7,1619,31.6,129,0,4076.4,11.399999999999977,849.26264
2,297.3,308.8,1586,32.7,131,0,4283.700000000001,11.5,860.9125200000001
0,297.3,308.8,1499,44.2,134,0,5922.8,11.5,1099.84628
0,297.3,308.8,1419,42.4,139,0,5893.599999999999,11.5,998.74896
2,297.4,309.0,1497,41.8,144,0,6019.2,11.600000000000023,1038.73836
2,297.4,309.0,1520,37.0,147,0,5439.0,11.600000000000023,933.5840000000001
1,297.4,309.1,1478,49.8,150,0,7470.0,11.700000000000045,1221.83304
1,297.4,309.1,1380,41.1,152,0,6247.2,11.700000000000045,941.5188
1,297.4,309.0,1570,37.9,154,0,5836.599999999999,11.600000000000023,987.7498
0,297.4,309.0,1468,41.4,156,0,6458.4,11.600000000000023,1008.8683199999999
1,297.4,309.0,1833,22.6,161,0,3638.6000000000004,11.600000000000023,687.6682800000001
2,297.4,308.9,1323,57.3,163,0,9339.9,11.5,1258.41114
1,297.4,309.0,1583,32.0,166,0,5312.0,11.600000000000023,840.8896
2,297.3,309.0,1556,39.5,168,0,6636.0,11.699999999999989,1020.2692
1,297.3,309.0,1548,37.4,171,0,6395.4,11.699999999999989,961.0603199999999
1,297.4,309.0,1324,56.9,173,0,9843.699999999999,11.600000000000023,1250.5709599999998
1,297.4,309.0,1568,33.7,175,0,5897.500000000001,11.600000000000023,877.1705600000001
2,297.4,309.0,1685,30.7,177,0,5433.9,11.600000000000023,858.7097
2,297.4,309.1,1582,35.9,180,0,6462.0,11.700000000000045,942.77708
2,297.4,309.1,1463,35.0,183,0,6405.0,11.700000000000045,850.003
1,297.4,309.2,1584,42.8,186,0,7960.799999999999,11.800000000000011,1125.40032
2,297.5,309.2,1347,55.8,188,0,10490.4,11.699999999999989,1247.69916
1,297.4,309.2,1459,37.9,191,0,7238.9,11.800000000000011,917.91526
1,297.4,309.2,1420,45.6,193,0,8800.800000000001,11.800000000000011,1074.8832
1,297.5,309.3,1404,43.5,195,0,8482.5,11.800000000000011,1013.8284
1,297.5,309.3,1470,38.8,197,0,7643.599999999999,11.800000000000011,946.7975999999999
1,297.6,309.4,1326,49.8,199,0,9910.199999999999,11.799999999999955,1096.17768
0,297.5,309.3,1459,49.7,201,0,9989.7,11.800000000000011,1203.70418
2,297.5,309.2,1530,40.0,206,0,8240.0,11.699999999999989,1015.92
1,297.4,309.0,1505,39.2,209,0,8192.800000000001,11.600000000000023,979.3336000000002
1,297.5,309.1,1611,30.2,211,0,6372.2,11.600000000000023,807.6265199999999
1,297.5,309.1,1515,35.1,213,0,7476.3,11.600000000000023,882.7299
2,297.5,309.2,1804,27.4,215,0,5891.0,11.699999999999989,820.53136
2,297.6,309.3,1464,46.2,218,0,10071.6,11.699999999999989,1122.77088
1,297.6,309.2,1390,43.3,221,0,9569.3,11.599999999999966,999.1041999999999
2,297.6,309.2,1442,48.1,0,0,0.0,11.599999999999966,1151.37932
2,297.6,309.3,1529,41.9,3,0,125.69999999999999,11.699999999999989,1063.48066
1,297.6,309.3,1610,35.0,6,0,210.0,11.699999999999989,935.41
1,297.6,309.3,1543,34.3,8,0,274.4,11.699999999999989,878.5533399999999
0,297.8,309.4,1445,48.2,10,0,482.0,11.599999999999966,1156.1734
1,297.7,309.3,1893,24.6,15,0,369.0,11.600000000000023,773.02548
2,297.6,309.3,1415,41.3,17,0,702.0999999999999,11.699999999999989,970.0956999999999
1,297.5,309.3,1564,37.5,20,0,750.0,11.800000000000011,973.59
1,297.5,309.3,1479,39.4,22,0,866.8,11.800000000000011,967.32516
1,297.5,309.2,1426,44.8,24,0,1075.1999999999998,11.699999999999989,1060.48768
1,297.4,309.2,1428,38.8,26,0,1008.8,11.800000000000011,919.74624
1,297.4,309.2,1620,33.2,28,0,929.6000000000001,11.800000000000011,892.8144000000001
1,297.5,309.2,1715,28.0,30,0,840.0,11.699999999999989,797.1320000000001
1,297.5,309.3,1732,29.9,32,0,956.8,11.800000000000011,859.6608799999999
2,297.5,309.4,1391,58.2,34,0,1978.8000000000002,11.899999999999977,1343.87292
1,297.6,309.5,1924,20.6,37,0,762.2,11.899999999999977,657.93104
2,297.7,309.5,2027,19.8,39,0,772.2,11.800000000000011,666.23436
1,297.6,309.5,1617,36.2,42,0,1520.4,11.899999999999977,971.68764
1,297.5,309.4,1497,35.8,44,0,1575.1999999999998,11.899999999999977,889.63716
2,297.5,309.5,1448,43.7,46,0,2010.2,12.0,1050.4081600000002
1,297.4,309.4,1401,45.9,49,0,2249.1,12.0,1067.47794
1,297.4,309.4,1620,35.4,51,0,1805.3999999999999,12.0,951.9768
1,297.4,309.4,1466,45.5,53,0,2411.5,12.0,1107.2698
1,297.6,309.5,1373,50.6,55,0,2783.0,11.899999999999977,1153.2650800000001
2,297.6,309.6,1592,35.8,57,0,2040.6,12.0,946.09376
2,297.5,309.5,1553,42.4,60,0,2544.0,12.0,1093.06352
1,297.6,309.5,1569,36.2,63,0,2280.6000000000004,11.899999999999977,942.8434800000001
2,297.6,309.5,1709,32.2,65,0,2093.0,11.899999999999977,913.49468
1,297.6,309.5,1549,34.9,68,0,2373.2,11.899999999999977,897.39766
1,297.5,309.4,1443,45.4,70,0,3178.0,11.899999999999977,1087.50252
1,297.5,309.3,1675,29.8,72,0,2145.6,11.800000000000011,828.589
1,297.5,309.3,1623,33.4,74,0,2471.6,11.800000000000011,899.8561199999999
0,297.4,309.3,1365,52.4,76,0,3982.4,11.900000000000034,1187.3316
1,297.4,309.3,1759,24.8,81,0,2008.8,11.900000000000034,724.1451200000001
0,297.4,309.3,1516,43.0,83,0,3569.0,11.900000000000034,1082.1208
2,297.4,309.3,1499,36.8,88,0,3238.3999999999996,11.900000000000034,915.70912
2,297.4,309.3,1775,25.8,91,0,2347.8,11.900000000000034,760.197
1,297.4,309.4,1473,45.5,94,0,4277.0,12.0,1112.5569
1,297.4,309.4,1296,52.3,96,0,5020.799999999999,12.0,1125.16128
1,297.5,309.4,1803,24.7,98,0,2420.6,11.899999999999977,739.26606
0,297.5,309.3,1563,36.1,100,0,3610.0,11.800000000000011,936.6433800000001
2,297.5,309.4,1831,26.6,105,0,2793.0,11.899999999999977,808.4963600000001
1,297.6,309.4,1958,22.1,108,0,2386.8,11.799999999999955,718.3118800000001
1,297.5,309.4,1809,24.3,110,0,2673.0,11.899999999999977,729.7144200000001
2,297.5,309.4,1482,39.3,112,0,4401.599999999999,11.899999999999977,966.8271599999999
1,297.4,309.3,1332,53.2,115,0,6118.0,11.900000000000034,1176.3158400000002
1,297.4,309.2,1437,40.4,117,0,4726.8,11.800000000000011,963.7096799999999
1,297.4,309.2,1698,29.4,119,0,3498.6,11.800000000000011,828.69192
1,297.4,309.2,1274,54.3,121,0,6570.299999999999,11.800000000000011,1148.3581199999999
2,297.4,309.3,1622,35.0,123,0,4305.0,11.900000000000034,942.3820000000001
2,297.4,309.3,1564,36.0,126,0,4536.0,11.900000000000034,934.6464
0,297.5,309.4,1368,45.3,129,0,5843.7,11.899999999999977,1028.7086399999998
2,297.4,309.4,1539,42.2,134,0,5654.8,12.0,1078.10028
1,297.5,309.4,1357,50.1,137,0,6863.7,11.899999999999977,1128.56262
2,297.5,309.4,1433,48.3,139,0,6713.7,11.899999999999977,1148.95074
1,297.5,309.4,1650,34.6,142,0,4913.2,11.899999999999977,947.694
1,297.5,309.4,1503,40.6,144,0,5846.400000000001,11.899999999999977,1012.9618800000001
1,297.5,309.4,1318,58.2,146,0,8497.2,11.899999999999977,1273.34616
2,297.5,309.4,1678,34.4,148,0,5091.2,11.899999999999977,958.20512
1,297.6,309.5,1574,30.9,151,0,4665.9,11.899999999999977,807.36756
1,297.7,309.6,1529,35.2,153,0,5385.6,11.900000000000034,893.42528
0,297.6,309.6,1669,32.1,155,0,4975.5,12.0,889.34334
0,297.7,309.7,1570,35.8,160,0,5728.0,12.0,933.0195999999999
2,297.6,309.7,1541,33.7,165,0,5560.500000000001,12.099999999999966,862.06622
2,297.7,309.7,1680,30.2,168,0,5073.599999999999,12.0,842.2176000000001
1,297.8,309.7,1935,22.1,171,0,3779.1000000000004,11.899999999999977,709.8741
2,297.7,309.6,1596,35.2,173,0,6089.6,11.900000000000034,932.5747200000001
1,297.7,309.7,1498,41.0,176,0,7216.0,12.0,1019.5388
2,297.8,309.8,1676,29.0,178,0,5162.0,12.0,806.8264
1,297.8,309.9,1351,49.0,181,0,8869.0,12.099999999999966,1098.9034
1,297.9,309.9,1472,45.0,183,0,8235.0,12.0,1099.584
2,297.9,310.0,1439,41.7,185,0,7714.500000000001,12.100000000000023,996.10458
2,297.9,309.9,1410,55.4,188,0,10415.199999999999,12.0,1296.6924
0,297.7,309.7,1440,51.1,191,0,9760.1,12.0,1221.4944
1,297.7,309.7,1591,37.7,196,0,7389.200000000001,12.0,995.6796200000001
1,297.8,309.8,1533,36.8,198,0,7286.4,12.0,936.4790399999999
2,297.8,309.7,1700,31.3,200,0,6260.0,11.899999999999977,883.2860000000001
2,297.8,309.8,1798,25.5,203,0,5176.5,12.0,761.0934
1,297.8,309.7,1394,42.9,206,0,8837.4,11.899999999999977,992.72316
1,297.8,309.7,1341,49.2,208,0,10233.6,11.899999999999977,1095.22152
0,297.7,309.6,1697,32.2,210,0,6762.000000000001,11.900000000000034,907.0804400000001
0,297.6,309.6,1419,48.2,215,0,10363.0,12.0,1135.37028
1,297.6,309.5,2001,20.5,220,0,4510.0,11.899999999999977,680.9403
1,297.6,309.6,1501,49.8,222,1,11055.599999999999,12.0,1240.84668
0,297.6,309.5,1623,33.1,224,0,7414.400000000001,11.899999999999977,891.77358
1,297.6,309.4,1628,33.4,229,0,7648.599999999999,11.799999999999955,902.6283199999999
1,297.6,309.4,1491,40.2,231,0,9286.2,11.799999999999955,994.9741200000001
1,297.5,309.4,1517,36.7,233,0,8551.1,11.899999999999977,924.18674
0,297.5,309.3,1525,41.7,235,0,9799.5,11.800000000000011,1055.6355
0,297.5,309.5,1668,27.9,240,0,6696.0,12.0,772.51752
1,297.5,309.6,1312,50.7,0,0,0.0,12.100000000000023,1104.2054400000002
0,297.6,309.6,1278,50.4,2,0,100.8,12.0,1069.2259199999999
2,297.6,309.6,1330,53.1,7,0,371.7,12.0,1172.3418
2,297.6,309.6,1530,37.3,10,0,373.0,12.0,947.3453999999999
0,297.6,309.6,1428,46.6,13,0,605.8000000000001,12.0,1104.6436800000001
1,297.7,309.6,1480,47.9,18,0,862.1999999999999,11.900000000000034,1176.8072
0,297.7,309.7,1616,31.1,20,0,622.0,12.0,834.2761600000001
1,297.8,309.7,1547,37.3,25,0,932.4999999999999,11.899999999999977,957.87146
1,297.9,309.7,2194,16.8,27,0,453.6,11.800000000000011,611.8627200000001
1,297.9,309.8,2000,21.3,29,0,617.7,11.900000000000034,707.16
1,297.9,309.8,1336,71.6,31,1,2219.6,11.900000000000034,1587.9161599999998
1,297.9,309.9,1542,33.8,33,0,1115.3999999999999,12.0,865.18536
2,297.9,309.8,1693,29.9,35,0,1046.5,11.900000000000034,840.3036199999999
1,297.9,309.8,1461,50.5,38,0,1919.0,11.900000000000034,1224.7563
2,298.0,309.9,1565,33.9,40,0,1356.0,11.899999999999977,880.6881
1,298.0,309.9,1403,47.7,43,0,2051.1,11.899999999999977,1110.9234600000002
1,298.1,309.9,1629,32.5,45,0,1462.5,11.799999999999955,878.8455
1,298.1,310.0,1534,33.7,47,0,1583.9,11.899999999999977,858.1502800000001
1,298.1,310.0,1553,40.9,49,0,2004.1,11.899999999999977,1054.39382
1,298.1,309.9,1563,32.8,51,0,1672.8,11.799999999999955,851.0222399999999
1,298.1,309.9,1634,30.0,53,0,1590.0,11.799999999999955,813.732
2,298.0,309.9,1445,45.2,55,0,2486.0,11.899999999999977,1084.2124000000001
1,298.1,309.9,1642,30.4,58,0,1763.1999999999998,11.799999999999955,828.61888
0,298.1,309.9,1686,29.1,60,0,1746.0,11.799999999999955,814.4391600000001
2,298.1,310.0,1393,43.1,65,0,2801.5,11.899999999999977,996.6357800000001
0,298.2,310.0,1433,44.2,68,0,3005.6000000000004,11.800000000000011,1051.4207600000002
1,298.3,310.0,1507,44.7,73,0,3263.1000000000004,11.699999999999989,1118.2241400000003
2,298.3,310.1,1389,49.6,75,0,3720.0,11.800000000000011,1143.64704
1,298.3,310.1,1408,45.3,78,0,3533.3999999999996,11.800000000000011,1058.78784
2,298.4,310.2,1725,32.0,80,0,2560.0,11.800000000000011,916.32
1,298.4,310.1,1926,23.7,83,0,1967.1,11.700000000000045,757.72692
0,298.3,310.1,1509,37.6,85,0,3196.0,11.800000000000011,941.85744
1,298.3,310.1,1545,36.3,90,0,3266.9999999999995,11.800000000000011,930.9860999999999
1,298.4,310.1,1533,35.2,92,0,3238.4,11.700000000000045,895.7625600000001
1,298.4,310.1,1455,42.2,94,0,3966.8,11.700000000000045,1019.2566000000002
2,298.4,310.1,1335,57.8,96,0,5548.799999999999,11.700000000000045,1280.9058
1,298.3,310.1,1523,45.9,99,0,4544.099999999999,11.800000000000011,1160.43462
1,298.3,310.0,1460,47.6,101,0,4807.6,11.699999999999989,1153.6336000000001
1,298.4,310.0,1554,37.3,103,0,3841.8999999999996,11.600000000000023,962.2057199999999
0,298.3,310.0,1419,47.1,105,0,4945.5,11.699999999999989,1109.45934
1,298.3,310.0,1442,43.9,110,0,4829.0,11.699999999999989,1050.8430799999999
1,298.3,309.9,1507,41.6,112,0,4659.2,11.599999999999966,1040.6739200000002
1,298.3,310.0,1858,23.9,114,0,2724.6,11.699999999999989,737.14292
1,298.3,309.9,1463,43.9,116,0,5092.4,11.599999999999966,1066.14662
1,298.2,309.7,1585,37.4,118,0,4413.2,11.5,984.0314
1,298.0,309.6,1536,37.3,120,0,4476.0,11.600000000000023,951.06048
1,298.0,309.6,1403,51.3,122,0,6258.599999999999,11.600000000000023,1194.76674
2,297.9,309.6,1515,38.8,124,0,4811.2,11.700000000000045,975.7811999999999
1,297.9,309.5,1390,47.9,127,0,6083.3,11.600000000000023,1105.2446
2,297.8,309.4,1226,58.7,129,0,7572.3,11.599999999999966,1194.6389199999999
2,297.8,309.4,1495,36.5,132,0,4818.0,11.599999999999966,905.8205
0,297.7,309.4,1608,30.2,135,0,4077.0,11.699999999999989,806.12256
